Pais,Encuesta,access_right,Ronda armonizada BID,Total,year,availability
COL,ECH,public,t3,5,1989,NA
COL,ECH,public,t3,5,1990,NA
COL,ECH,public,t3,5,1991,NA
COL,ECH,public,t3,5,1992,NA
COL,ECH,public,t3,5,1993,NA
COL,ECH,public,t3,5,1994,NA
COL,ECH,public,t3,5,1995,NA
COL,ECH,public,t3,5,1996,NA
COL,ECH,public,t3,5,1997,NA
COL,ECH,public,t3,5,1998,NA
COL,ECH,public,t3,5,1999,NA
COL,ECH,public,t3,5,2000,NA
COL,ECH,public,t3,5,2001,1
COL,ECH,public,t3,5,2002,1
COL,ECH,public,t3,5,2003,1
COL,ECH,public,t3,5,2004,1
COL,ECH,public,t3,5,2005,1
COL,ECH,public,t3,5,2006,NA
COL,ECH,public,t3,5,2007,NA
COL,ECH,public,t3,5,2008,NA
COL,ECH,public,t3,5,2009,NA
COL,ECH,public,t3,5,2010,NA
COL,ECH,public,t3,5,2011,NA
COL,ECH,public,t3,5,2012,NA
COL,ECH,public,t3,5,2013,NA
COL,ECH,public,t3,5,2014,NA
COL,ECH,public,t3,5,2015,NA
COL,ECH,public,t3,5,2016,NA
COL,ECH,public,t3,5,2017,NA
COL,ECH,public,t3,5,2018,NA
COL,ECH,public,t3,5,2019,NA
COL,ECH,public,t3,5,2020,NA
COL,ECH,public,t3,5,2021,NA
COL,ECH,public,t3,5,2022,NA
COL,GEIH,public,t3,15,1986,NA
COL,GEIH,public,t3,15,1989,NA
COL,GEIH,public,t3,15,1990,NA
COL,GEIH,public,t3,15,1991,NA
COL,GEIH,public,t3,15,1992,NA
COL,GEIH,public,t3,15,1993,NA
COL,GEIH,public,t3,15,1994,NA
COL,GEIH,public,t3,15,1995,NA
COL,GEIH,public,t3,15,1996,NA
COL,GEIH,public,t3,15,1997,NA
COL,GEIH,public,t3,15,1998,NA
COL,GEIH,public,t3,15,1999,NA
COL,GEIH,public,t3,15,2000,NA
COL,GEIH,public,t3,15,2001,NA
COL,GEIH,public,t3,15,2002,NA
COL,GEIH,public,t3,15,2003,NA
COL,GEIH,public,t3,15,2004,NA
COL,GEIH,public,t3,15,2005,NA
COL,GEIH,public,t3,15,2006,1
COL,GEIH,public,t3,15,2007,1
COL,GEIH,public,t3,15,2008,1
COL,GEIH,public,t3,15,2009,1
COL,GEIH,public,t3,15,2010,1
COL,GEIH,public,t3,15,2011,1
COL,GEIH,public,t3,15,2012,1
COL,GEIH,public,t3,15,2013,1
COL,GEIH,public,t3,15,2014,1
COL,GEIH,public,t3,15,2015,1
COL,GEIH,public,t3,15,2016,1
COL,GEIH,public,t3,15,2017,1
COL,GEIH,public,t3,15,2018,1
COL,GEIH,public,t3,15,2019,1
COL,GEIH,public,t3,15,2020,NA
COL,GEIH,public,t3,15,2021,1
COL,GEIH,public,t3,15,2022,NA
COL,GEIH,public,t4,1,1986,NA
COL,GEIH,public,t4,1,1989,NA
COL,GEIH,public,t4,1,1990,NA
COL,GEIH,public,t4,1,1991,NA
COL,GEIH,public,t4,1,1992,NA
COL,GEIH,public,t4,1,1993,NA
COL,GEIH,public,t4,1,1994,NA
COL,GEIH,public,t4,1,1995,NA
COL,GEIH,public,t4,1,1996,NA
COL,GEIH,public,t4,1,1997,NA
COL,GEIH,public,t4,1,1998,NA
COL,GEIH,public,t4,1,1999,NA
COL,GEIH,public,t4,1,2000,NA
COL,GEIH,public,t4,1,2001,NA
COL,GEIH,public,t4,1,2002,NA
COL,GEIH,public,t4,1,2003,NA
COL,GEIH,public,t4,1,2004,NA
COL,GEIH,public,t4,1,2005,NA
COL,GEIH,public,t4,1,2006,NA
COL,GEIH,public,t4,1,2007,NA
COL,GEIH,public,t4,1,2008,NA
COL,GEIH,public,t4,1,2009,NA
COL,GEIH,public,t4,1,2010,NA
COL,GEIH,public,t4,1,2011,NA
COL,GEIH,public,t4,1,2012,NA
COL,GEIH,public,t4,1,2013,NA
COL,GEIH,public,t4,1,2014,NA
COL,GEIH,public,t4,1,2015,NA
COL,GEIH,public,t4,1,2016,NA
COL,GEIH,public,t4,1,2017,NA
COL,GEIH,public,t4,1,2018,NA
COL,GEIH,public,t4,1,2019,NA
COL,GEIH,public,t4,1,2020,1
COL,GEIH,public,t4,1,2021,NA
COL,GEIH,public,t4,1,2022,NA
CRI,EHPM,public,m7,20,1986,NA
CRI,EHPM,public,m7,20,1989,NA
CRI,EHPM,public,m7,20,1990,1
CRI,EHPM,public,m7,20,1991,1
CRI,EHPM,public,m7,20,1992,1
CRI,EHPM,public,m7,20,1993,1
CRI,EHPM,public,m7,20,1994,1
CRI,EHPM,public,m7,20,1995,1
CRI,EHPM,public,m7,20,1996,1
CRI,EHPM,public,m7,20,1997,1
CRI,EHPM,public,m7,20,1998,1
CRI,EHPM,public,m7,20,1999,1
CRI,EHPM,public,m7,20,2000,1
CRI,EHPM,public,m7,20,2001,1
CRI,EHPM,public,m7,20,2002,1
CRI,EHPM,public,m7,20,2003,1
CRI,EHPM,public,m7,20,2004,1
CRI,EHPM,public,m7,20,2005,1
CRI,EHPM,public,m7,20,2006,1
CRI,EHPM,public,m7,20,2007,1
CRI,EHPM,public,m7,20,2008,1
CRI,EHPM,public,m7,20,2009,1
CRI,EHPM,public,m7,20,2010,NA
CRI,EHPM,public,m7,20,2011,NA
CRI,EHPM,public,m7,20,2012,NA
CRI,EHPM,public,m7,20,2013,NA
CRI,EHPM,public,m7,20,2014,NA
CRI,EHPM,public,m7,20,2015,NA
CRI,EHPM,public,m7,20,2016,NA
CRI,EHPM,public,m7,20,2017,NA
CRI,EHPM,public,m7,20,2018,NA
CRI,EHPM,public,m7,20,2019,NA
CRI,EHPM,public,m7,20,2020,NA
CRI,EHPM,public,m7,20,2021,NA
CRI,EHPM,public,m7,20,2022,NA
CRI,ENAHO,public,m7,12,1986,NA
CRI,ENAHO,public,m7,12,1989,NA
CRI,ENAHO,public,m7,12,1990,NA
CRI,ENAHO,public,m7,12,1991,NA
CRI,ENAHO,public,m7,12,1992,NA
CRI,ENAHO,public,m7,12,1993,NA
CRI,ENAHO,public,m7,12,1994,NA
CRI,ENAHO,public,m7,12,1995,NA
CRI,ENAHO,public,m7,12,1996,NA
CRI,ENAHO,public,m7,12,1997,NA
CRI,ENAHO,public,m7,12,1998,NA
CRI,ENAHO,public,m7,12,1999,NA
CRI,ENAHO,public,m7,12,2000,NA
CRI,ENAHO,public,m7,12,2001,NA
CRI,ENAHO,public,m7,12,2002,NA
CRI,ENAHO,public,m7,12,2003,NA
CRI,ENAHO,public,m7,12,2004,NA
CRI,ENAHO,public,m7,12,2005,NA
CRI,ENAHO,public,m7,12,2006,NA
CRI,ENAHO,public,m7,12,2007,NA
CRI,ENAHO,public,m7,12,2008,NA
CRI,ENAHO,public,m7,12,2009,NA
CRI,ENAHO,public,m7,12,2010,1
CRI,ENAHO,public,m7,12,2011,1
CRI,ENAHO,public,m7,12,2012,1
CRI,ENAHO,public,m7,12,2013,1
CRI,ENAHO,public,m7,12,2014,1
CRI,ENAHO,public,m7,12,2015,1
CRI,ENAHO,public,m7,12,2016,1
CRI,ENAHO,public,m7,12,2017,1
CRI,ENAHO,public,m7,12,2018,1
CRI,ENAHO,public,m7,12,2019,1
CRI,ENAHO,public,m7,12,2020,1
CRI,ENAHO,public,m7,12,2021,1
CRI,ENAHO,public,m7,12,2022,1
DOM,ENFT,restricted,m6,1,1986,NA
DOM,ENFT,restricted,m6,1,1989,NA
DOM,ENFT,restricted,m6,1,1990,NA
DOM,ENFT,restricted,m6,1,1991,NA
DOM,ENFT,restricted,m6,1,1992,NA
DOM,ENFT,restricted,m6,1,1993,NA
DOM,ENFT,restricted,m6,1,1994,NA
DOM,ENFT,restricted,m6,1,1995,1
DOM,ENFT,restricted,m6,1,1996,NA
DOM,ENFT,restricted,m6,1,1997,NA
DOM,ENFT,restricted,m6,1,1998,NA
DOM,ENFT,restricted,m6,1,1999,NA
DOM,ENFT,restricted,m6,1,2000,NA
DOM,ENFT,restricted,m6,1,2001,NA
DOM,ENFT,restricted,m6,1,2002,NA
DOM,ENFT,restricted,m6,1,2003,NA
DOM,ENFT,restricted,m6,1,2004,NA
DOM,ENFT,restricted,m6,1,2005,NA
DOM,ENFT,restricted,m6,1,2006,NA
DOM,ENFT,restricted,m6,1,2007,NA
DOM,ENFT,restricted,m6,1,2008,NA
DOM,ENFT,restricted,m6,1,2009,NA
DOM,ENFT,restricted,m6,1,2010,NA
DOM,ENFT,restricted,m6,1,2011,NA
DOM,ENFT,restricted,m6,1,2012,NA
DOM,ENFT,restricted,m6,1,2013,NA
DOM,ENFT,restricted,m6,1,2014,NA
DOM,ENFT,restricted,m6,1,2015,NA
DOM,ENFT,restricted,m6,1,2016,NA
DOM,ENFT,restricted,m6,1,2017,NA
DOM,ENFT,restricted,m6,1,2018,NA
DOM,ENFT,restricted,m6,1,2019,NA
DOM,ENFT,restricted,m6,1,2020,NA
DOM,ENFT,restricted,m6,1,2021,NA
DOM,ENFT,restricted,m6,1,2022,NA
DOM,ENFT,restricted,m2,1,1986,NA
DOM,ENFT,restricted,m2,1,1989,NA
DOM,ENFT,restricted,m2,1,1990,NA
DOM,ENFT,restricted,m2,1,1991,NA
DOM,ENFT,restricted,m2,1,1992,NA
DOM,ENFT,restricted,m2,1,1993,NA
DOM,ENFT,restricted,m2,1,1994,NA
DOM,ENFT,restricted,m2,1,1995,NA
DOM,ENFT,restricted,m2,1,1996,1
DOM,ENFT,restricted,m2,1,1997,NA
DOM,ENFT,restricted,m2,1,1998,NA
DOM,ENFT,restricted,m2,1,1999,NA
DOM,ENFT,restricted,m2,1,2000,NA
DOM,ENFT,restricted,m2,1,2001,NA
DOM,ENFT,restricted,m2,1,2002,NA
DOM,ENFT,restricted,m2,1,2003,NA
DOM,ENFT,restricted,m2,1,2004,NA
DOM,ENFT,restricted,m2,1,2005,NA
DOM,ENFT,restricted,m2,1,2006,NA
DOM,ENFT,restricted,m2,1,2007,NA
DOM,ENFT,restricted,m2,1,2008,NA
DOM,ENFT,restricted,m2,1,2009,NA
DOM,ENFT,restricted,m2,1,2010,NA
DOM,ENFT,restricted,m2,1,2011,NA
DOM,ENFT,restricted,m2,1,2012,NA
DOM,ENFT,restricted,m2,1,2013,NA
DOM,ENFT,restricted,m2,1,2014,NA
DOM,ENFT,restricted,m2,1,2015,NA
DOM,ENFT,restricted,m2,1,2016,NA
DOM,ENFT,restricted,m2,1,2017,NA
DOM,ENFT,restricted,m2,1,2018,NA
DOM,ENFT,restricted,m2,1,2019,NA
DOM,ENFT,restricted,m2,1,2020,NA
DOM,ENFT,restricted,m2,1,2021,NA
DOM,ENFT,restricted,m2,1,2022,NA
DOM,ENFT,restricted,m4,1,1986,NA
DOM,ENFT,restricted,m4,1,1989,NA
DOM,ENFT,restricted,m4,1,1990,NA
DOM,ENFT,restricted,m4,1,1991,NA
DOM,ENFT,restricted,m4,1,1992,NA
DOM,ENFT,restricted,m4,1,1993,NA
DOM,ENFT,restricted,m4,1,1994,NA
DOM,ENFT,restricted,m4,1,1995,NA
DOM,ENFT,restricted,m4,1,1996,NA
DOM,ENFT,restricted,m4,1,1997,1
DOM,ENFT,restricted,m4,1,1998,NA
DOM,ENFT,restricted,m4,1,1999,NA
DOM,ENFT,restricted,m4,1,2000,NA
DOM,ENFT,restricted,m4,1,2001,NA
DOM,ENFT,restricted,m4,1,2002,NA
DOM,ENFT,restricted,m4,1,2003,NA
DOM,ENFT,restricted,m4,1,2004,NA
DOM,ENFT,restricted,m4,1,2005,NA
DOM,ENFT,restricted,m4,1,2006,NA
DOM,ENFT,restricted,m4,1,2007,NA
DOM,ENFT,restricted,m4,1,2008,NA
DOM,ENFT,restricted,m4,1,2009,NA
DOM,ENFT,restricted,m4,1,2010,NA
DOM,ENFT,restricted,m4,1,2011,NA
DOM,ENFT,restricted,m4,1,2012,NA
DOM,ENFT,restricted,m4,1,2013,NA
DOM,ENFT,restricted,m4,1,2014,NA
DOM,ENFT,restricted,m4,1,2015,NA
DOM,ENFT,restricted,m4,1,2016,NA
DOM,ENFT,restricted,m4,1,2017,NA
DOM,ENFT,restricted,m4,1,2018,NA
DOM,ENFT,restricted,m4,1,2019,NA
DOM,ENFT,restricted,m4,1,2020,NA
DOM,ENFT,restricted,m4,1,2021,NA
DOM,ENFT,restricted,m4,1,2022,NA
DOM,ENFT,restricted,m10,17,1986,NA
DOM,ENFT,restricted,m10,17,1989,NA
DOM,ENFT,restricted,m10,17,1990,NA
DOM,ENFT,restricted,m10,17,1991,NA
DOM,ENFT,restricted,m10,17,1992,NA
DOM,ENFT,restricted,m10,17,1993,NA
DOM,ENFT,restricted,m10,17,1994,NA
DOM,ENFT,restricted,m10,17,1995,NA
DOM,ENFT,restricted,m10,17,1996,NA
DOM,ENFT,restricted,m10,17,1997,NA
DOM,ENFT,restricted,m10,17,1998,NA
DOM,ENFT,restricted,m10,17,1999,NA
DOM,ENFT,restricted,m10,17,2000,1
DOM,ENFT,restricted,m10,17,2001,1
DOM,ENFT,restricted,m10,17,2002,1
DOM,ENFT,restricted,m10,17,2003,1
DOM,ENFT,restricted,m10,17,2004,1
DOM,ENFT,restricted,m10,17,2005,1
DOM,ENFT,restricted,m10,17,2006,1
DOM,ENFT,restricted,m10,17,2007,1
DOM,ENFT,restricted,m10,17,2008,1
DOM,ENFT,restricted,m10,17,2009,1
DOM,ENFT,restricted,m10,17,2010,1
DOM,ENFT,restricted,m10,17,2011,1
DOM,ENFT,restricted,m10,17,2012,1
DOM,ENFT,restricted,m10,17,2013,1
DOM,ENFT,restricted,m10,17,2014,1
DOM,ENFT,restricted,m10,17,2015,1
DOM,ENFT,restricted,m10,17,2016,1
DOM,ENFT,restricted,m10,17,2017,NA
DOM,ENFT,restricted,m10,17,2018,NA
DOM,ENFT,restricted,m10,17,2019,NA
DOM,ENFT,restricted,m10,17,2020,NA
DOM,ENFT,restricted,m10,17,2021,NA
DOM,ENFT,restricted,m10,17,2022,NA
DOM,ENCFT,restricted,t4,5,1986,NA
DOM,ENCFT,restricted,t4,5,1989,NA
DOM,ENCFT,restricted,t4,5,1990,NA
DOM,ENCFT,restricted,t4,5,1991,NA
DOM,ENCFT,restricted,t4,5,1992,NA
DOM,ENCFT,restricted,t4,5,1993,NA
DOM,ENCFT,restricted,t4,5,1994,NA
DOM,ENCFT,restricted,t4,5,1995,NA
DOM,ENCFT,restricted,t4,5,1996,NA
DOM,ENCFT,restricted,t4,5,1997,NA
DOM,ENCFT,restricted,t4,5,1998,NA
DOM,ENCFT,restricted,t4,5,1999,NA
DOM,ENCFT,restricted,t4,5,2000,NA
DOM,ENCFT,restricted,t4,5,2001,NA
DOM,ENCFT,restricted,t4,5,2002,NA
DOM,ENCFT,restricted,t4,5,2003,NA
DOM,ENCFT,restricted,t4,5,2004,NA
DOM,ENCFT,restricted,t4,5,2005,NA
DOM,ENCFT,restricted,t4,5,2006,NA
DOM,ENCFT,restricted,t4,5,2007,NA
DOM,ENCFT,restricted,t4,5,2008,NA
DOM,ENCFT,restricted,t4,5,2009,NA
DOM,ENCFT,restricted,t4,5,2010,NA
DOM,ENCFT,restricted,t4,5,2011,NA
DOM,ENCFT,restricted,t4,5,2012,NA
DOM,ENCFT,restricted,t4,5,2013,NA
DOM,ENCFT,restricted,t4,5,2014,NA
DOM,ENCFT,restricted,t4,5,2015,NA
DOM,ENCFT,restricted,t4,5,2016,NA
DOM,ENCFT,restricted,t4,5,2017,1
DOM,ENCFT,restricted,t4,5,2018,1
DOM,ENCFT,restricted,t4,5,2019,1
DOM,ENCFT,restricted,t4,5,2020,1
DOM,ENCFT,restricted,t4,5,2021,1
DOM,ENCFT,restricted,t4,5,2022,NA
ECU,ENEMDU,NA,m11,12,1986,NA
ECU,ENEMDU,NA,m11,12,1989,NA
ECU,ENEMDU,NA,m11,12,1990,1
ECU,ENEMDU,NA,m11,12,1991,1
ECU,ENEMDU,NA,m11,12,1992,1
ECU,ENEMDU,NA,m11,12,1993,1
ECU,ENEMDU,NA,m11,12,1994,1
ECU,ENEMDU,NA,m11,12,1995,1
ECU,ENEMDU,NA,m11,12,1996,1
ECU,ENEMDU,NA,m11,12,1997,1
ECU,ENEMDU,NA,m11,12,1998,1
ECU,ENEMDU,NA,m11,12,1999,1
ECU,ENEMDU,NA,m11,12,2000,1
ECU,ENEMDU,NA,m11,12,2001,NA
ECU,ENEMDU,NA,m11,12,2002,1
ECU,ENEMDU,NA,m11,12,2003,NA
ECU,ENEMDU,NA,m11,12,2004,NA
ECU,ENEMDU,NA,m11,12,2005,NA
ECU,ENEMDU,NA,m11,12,2006,NA
ECU,ENEMDU,NA,m11,12,2007,NA
ECU,ENEMDU,NA,m11,12,2008,NA
ECU,ENEMDU,NA,m11,12,2009,NA
ECU,ENEMDU,NA,m11,12,2010,NA
ECU,ENEMDU,NA,m11,12,2011,NA
ECU,ENEMDU,NA,m11,12,2012,NA
ECU,ENEMDU,NA,m11,12,2013,NA
ECU,ENEMDU,NA,m11,12,2014,NA
ECU,ENEMDU,NA,m11,12,2015,NA
ECU,ENEMDU,NA,m11,12,2016,NA
ECU,ENEMDU,NA,m11,12,2017,NA
ECU,ENEMDU,NA,m11,12,2018,NA
ECU,ENEMDU,NA,m11,12,2019,NA
ECU,ENEMDU,NA,m11,12,2020,NA
ECU,ENEMDU,NA,m11,12,2021,NA
ECU,ENEMDU,NA,m11,12,2022,NA
ECU,ENEMDU,NA,m12,20,1986,NA
ECU,ENEMDU,NA,m12,20,1989,NA
ECU,ENEMDU,NA,m12,20,1990,NA
ECU,ENEMDU,NA,m12,20,1991,NA
ECU,ENEMDU,NA,m12,20,1992,NA
ECU,ENEMDU,NA,m12,20,1993,NA
ECU,ENEMDU,NA,m12,20,1994,NA
ECU,ENEMDU,NA,m12,20,1995,NA
ECU,ENEMDU,NA,m12,20,1996,NA
ECU,ENEMDU,NA,m12,20,1997,NA
ECU,ENEMDU,NA,m12,20,1998,NA
ECU,ENEMDU,NA,m12,20,1999,NA
ECU,ENEMDU,NA,m12,20,2000,NA
ECU,ENEMDU,NA,m12,20,2001,1
ECU,ENEMDU,NA,m12,20,2002,NA
ECU,ENEMDU,NA,m12,20,2003,1
ECU,ENEMDU,NA,m12,20,2004,1
ECU,ENEMDU,NA,m12,20,2005,1
ECU,ENEMDU,NA,m12,20,2006,1
ECU,ENEMDU,NA,m12,20,2007,1
ECU,ENEMDU,NA,m12,20,2008,1
ECU,ENEMDU,NA,m12,20,2009,1
ECU,ENEMDU,NA,m12,20,2010,1
ECU,ENEMDU,NA,m12,20,2011,1
ECU,ENEMDU,NA,m12,20,2012,1
ECU,ENEMDU,NA,m12,20,2013,1
ECU,ENEMDU,NA,m12,20,2014,1
ECU,ENEMDU,NA,m12,20,2015,1
ECU,ENEMDU,NA,m12,20,2016,1
ECU,ENEMDU,NA,m12,20,2017,1
ECU,ENEMDU,NA,m12,20,2018,1
ECU,ENEMDU,NA,m12,20,2019,1
ECU,ENEMDU,NA,m12,20,2020,1
ECU,ENEMDU,NA,m12,20,2021,1
ECU,ENEMDU,NA,m12,20,2022,1
GTM,ENCOVI,NA,m7_m11,2,1986,NA
GTM,ENCOVI,NA,m7_m11,2,1989,NA
GTM,ENCOVI,NA,m7_m11,2,1990,NA
GTM,ENCOVI,NA,m7_m11,2,1991,NA
GTM,ENCOVI,NA,m7_m11,2,1992,NA
GTM,ENCOVI,NA,m7_m11,2,1993,NA
GTM,ENCOVI,NA,m7_m11,2,1994,NA
GTM,ENCOVI,NA,m7_m11,2,1995,NA
GTM,ENCOVI,NA,m7_m11,2,1996,NA
GTM,ENCOVI,NA,m7_m11,2,1997,NA
GTM,ENCOVI,NA,m7_m11,2,1998,NA
GTM,ENCOVI,NA,m7_m11,2,1999,NA
GTM,ENCOVI,NA,m7_m11,2,2000,1
GTM,ENCOVI,NA,m7_m11,2,2001,NA
GTM,ENCOVI,NA,m7_m11,2,2002,NA
GTM,ENCOVI,NA,m7_m11,2,2003,NA
GTM,ENCOVI,NA,m7_m11,2,2004,NA
GTM,ENCOVI,NA,m7_m11,2,2005,NA
GTM,ENCOVI,NA,m7_m11,2,2006,1
GTM,ENCOVI,NA,m7_m11,2,2007,NA
GTM,ENCOVI,NA,m7_m11,2,2008,NA
GTM,ENCOVI,NA,m7_m11,2,2009,NA
GTM,ENCOVI,NA,m7_m11,2,2010,NA
GTM,ENCOVI,NA,m7_m11,2,2011,NA
GTM,ENCOVI,NA,m7_m11,2,2012,NA
GTM,ENCOVI,NA,m7_m11,2,2013,NA
GTM,ENCOVI,NA,m7_m11,2,2014,NA
GTM,ENCOVI,NA,m7_m11,2,2015,NA
GTM,ENCOVI,NA,m7_m11,2,2016,NA
GTM,ENCOVI,NA,m7_m11,2,2017,NA
GTM,ENCOVI,NA,m7_m11,2,2018,NA
GTM,ENCOVI,NA,m7_m11,2,2019,NA
GTM,ENCOVI,NA,m7_m11,2,2020,NA
GTM,ENCOVI,NA,m7_m11,2,2021,NA
GTM,ENCOVI,NA,m7_m11,2,2022,NA
GTM,ENEI,NA,m10_m11,1,1986,NA
GTM,ENEI,NA,m10_m11,1,1989,NA
GTM,ENEI,NA,m10_m11,1,1990,NA
GTM,ENEI,NA,m10_m11,1,1991,NA
GTM,ENEI,NA,m10_m11,1,1992,NA
GTM,ENEI,NA,m10_m11,1,1993,NA
GTM,ENEI,NA,m10_m11,1,1994,NA
GTM,ENEI,NA,m10_m11,1,1995,NA
GTM,ENEI,NA,m10_m11,1,1996,NA
GTM,ENEI,NA,m10_m11,1,1997,NA
GTM,ENEI,NA,m10_m11,1,1998,NA
GTM,ENEI,NA,m10_m11,1,1999,NA
GTM,ENEI,NA,m10_m11,1,2000,NA
GTM,ENEI,NA,m10_m11,1,2001,NA
GTM,ENEI,NA,m10_m11,1,2002,1
GTM,ENEI,NA,m10_m11,1,2003,NA
GTM,ENEI,NA,m10_m11,1,2004,NA
GTM,ENEI,NA,m10_m11,1,2005,NA
GTM,ENEI,NA,m10_m11,1,2006,NA
GTM,ENEI,NA,m10_m11,1,2007,NA
GTM,ENEI,NA,m10_m11,1,2008,NA
GTM,ENEI,NA,m10_m11,1,2009,NA
GTM,ENEI,NA,m10_m11,1,2010,NA
GTM,ENEI,NA,m10_m11,1,2011,NA
GTM,ENEI,NA,m10_m11,1,2012,NA
GTM,ENEI,NA,m10_m11,1,2013,NA
GTM,ENEI,NA,m10_m11,1,2014,NA
GTM,ENEI,NA,m10_m11,1,2015,NA
GTM,ENEI,NA,m10_m11,1,2016,NA
GTM,ENEI,NA,m10_m11,1,2017,NA
GTM,ENEI,NA,m10_m11,1,2018,NA
GTM,ENEI,NA,m10_m11,1,2019,NA
GTM,ENEI,NA,m10_m11,1,2020,NA
GTM,ENEI,NA,m10_m11,1,2021,NA
GTM,ENEI,NA,m10_m11,1,2022,NA
GTM,ENEI,NA,m2_m3,1,1986,NA
GTM,ENEI,NA,m2_m3,1,1989,NA
GTM,ENEI,NA,m2_m3,1,1990,NA
GTM,ENEI,NA,m2_m3,1,1991,NA
GTM,ENEI,NA,m2_m3,1,1992,NA
GTM,ENEI,NA,m2_m3,1,1993,NA
GTM,ENEI,NA,m2_m3,1,1994,NA
GTM,ENEI,NA,m2_m3,1,1995,NA
GTM,ENEI,NA,m2_m3,1,1996,NA
GTM,ENEI,NA,m2_m3,1,1997,NA
GTM,ENEI,NA,m2_m3,1,1998,NA
GTM,ENEI,NA,m2_m3,1,1999,NA
GTM,ENEI,NA,m2_m3,1,2000,NA
GTM,ENEI,NA,m2_m3,1,2001,NA
GTM,ENEI,NA,m2_m3,1,2002,NA
GTM,ENEI,NA,m2_m3,1,2003,1
GTM,ENEI,NA,m2_m3,1,2004,NA
GTM,ENEI,NA,m2_m3,1,2005,NA
GTM,ENEI,NA,m2_m3,1,2006,NA
GTM,ENEI,NA,m2_m3,1,2007,NA
GTM,ENEI,NA,m2_m3,1,2008,NA
GTM,ENEI,NA,m2_m3,1,2009,NA
GTM,ENEI,NA,m2_m3,1,2010,NA
GTM,ENEI,NA,m2_m3,1,2011,NA
GTM,ENEI,NA,m2_m3,1,2012,NA
GTM,ENEI,NA,m2_m3,1,2013,NA
GTM,ENEI,NA,m2_m3,1,2014,NA
GTM,ENEI,NA,m2_m3,1,2015,NA
GTM,ENEI,NA,m2_m3,1,2016,NA
GTM,ENEI,NA,m2_m3,1,2017,NA
GTM,ENEI,NA,m2_m3,1,2018,NA
GTM,ENEI,NA,m2_m3,1,2019,NA
GTM,ENEI,NA,m2_m3,1,2020,NA
GTM,ENEI,NA,m2_m3,1,2021,NA
GTM,ENEI,NA,m2_m3,1,2022,NA
GTM,ENEI,NA,m9_m11,1,1986,NA
GTM,ENEI,NA,m9_m11,1,1989,NA
GTM,ENEI,NA,m9_m11,1,1990,NA
GTM,ENEI,NA,m9_m11,1,1991,NA
GTM,ENEI,NA,m9_m11,1,1992,NA
GTM,ENEI,NA,m9_m11,1,1993,NA
GTM,ENEI,NA,m9_m11,1,1994,NA
GTM,ENEI,NA,m9_m11,1,1995,NA
GTM,ENEI,NA,m9_m11,1,1996,NA
GTM,ENEI,NA,m9_m11,1,1997,NA
GTM,ENEI,NA,m9_m11,1,1998,NA
GTM,ENEI,NA,m9_m11,1,1999,NA
GTM,ENEI,NA,m9_m11,1,2000,NA
GTM,ENEI,NA,m9_m11,1,2001,NA
GTM,ENEI,NA,m9_m11,1,2002,NA
GTM,ENEI,NA,m9_m11,1,2003,NA
GTM,ENEI,NA,m9_m11,1,2004,1
GTM,ENEI,NA,m9_m11,1,2005,NA
GTM,ENEI,NA,m9_m11,1,2006,NA
GTM,ENEI,NA,m9_m11,1,2007,NA
GTM,ENEI,NA,m9_m11,1,2008,NA
GTM,ENEI,NA,m9_m11,1,2009,NA
GTM,ENEI,NA,m9_m11,1,2010,NA
GTM,ENEI,NA,m9_m11,1,2011,NA
GTM,ENEI,NA,m9_m11,1,2012,NA
GTM,ENEI,NA,m9_m11,1,2013,NA
GTM,ENEI,NA,m9_m11,1,2014,NA
GTM,ENEI,NA,m9_m11,1,2015,NA
GTM,ENEI,NA,m9_m11,1,2016,NA
GTM,ENEI,NA,m9_m11,1,2017,NA
GTM,ENEI,NA,m9_m11,1,2018,NA
GTM,ENEI,NA,m9_m11,1,2019,NA
GTM,ENEI,NA,m9_m11,1,2020,NA
GTM,ENEI,NA,m9_m11,1,2021,NA
GTM,ENEI,NA,m9_m11,1,2022,NA
GTM,ENEI,NA,m10,7,1986,NA
GTM,ENEI,NA,m10,7,1989,NA
GTM,ENEI,NA,m10,7,1990,NA
GTM,ENEI,NA,m10,7,1991,NA
GTM,ENEI,NA,m10,7,1992,NA
GTM,ENEI,NA,m10,7,1993,NA
GTM,ENEI,NA,m10,7,1994,NA
GTM,ENEI,NA,m10,7,1995,NA
GTM,ENEI,NA,m10,7,1996,NA
GTM,ENEI,NA,m10,7,1997,NA
GTM,ENEI,NA,m10,7,1998,NA
GTM,ENEI,NA,m10,7,1999,NA
GTM,ENEI,NA,m10,7,2000,NA
GTM,ENEI,NA,m10,7,2001,NA
GTM,ENEI,NA,m10,7,2002,NA
GTM,ENEI,NA,m10,7,2003,NA
GTM,ENEI,NA,m10,7,2004,NA
GTM,ENEI,NA,m10,7,2005,NA
GTM,ENEI,NA,m10,7,2006,NA
GTM,ENEI,NA,m10,7,2007,NA
GTM,ENEI,NA,m10,7,2008,NA
GTM,ENEI,NA,m10,7,2009,NA
GTM,ENEI,NA,m10,7,2010,1
GTM,ENEI,NA,m10,7,2011,NA
GTM,ENEI,NA,m10,7,2012,NA
GTM,ENEI,NA,m10,7,2013,1
GTM,ENEI,NA,m10,7,2014,1
GTM,ENEI,NA,m10,7,2015,1
GTM,ENEI,NA,m10,7,2016,1
